x_position_input,y_position_input,yaw_input,input_time,vel_x_input,vel_y_input,vel_w_input,x_ref,y_ref,yaw_ref,con_x_input,con_z_input,con_time,x_position_output,y_position_output,yaw_output,output_time,vel_x_output,vel_y_output,vel_w_output
7.6295,-3.29591,2.00266,14.979,-0.485159,-1.6095,-10.7553,4.17812,1.38366,0.6396,-2,-0.429898,14.989,7.61964,-3.32818,2.04087,15,-0.500406,-1.61749,-10.7219,
7.61964,-3.32818,2.04087,15,-0.500406,-1.61749,-10.7219,4.17812,1.38366,0.6396,-2,-0.442003,15.009,7.60903,-3.36016,2.11077,15.019,-0.585311,-1.56176,-10.6321,
7.60903,-3.36016,2.11077,15.019,-0.585311,-1.56176,-10.6321,4.17812,1.38366,0.6396,-2,-0.464152,15.03,7.59589,-3.39054,2.24781,15.04,-0.711318,-1.48819,-10.4871,
7.59589,-3.39054,2.24781,15.04,-0.711318,-1.48819,-10.4871,4.09,1.31917,0.624,-2,-0.512027,15.049,7.5809,-3.41982,2.49133,15.059,-0.771226,-1.45147,-10.3828,
7.5809,-3.41982,2.49133,15.059,-0.771226,-1.45147,-10.3828,4.09,1.31917,0.624,-2,-0.589192,15.07,7.5653,-3.44874,2.76371,15.08,-0.787454,-1.44026,-10.3604,
7.5653,-3.44874,2.76371,15.08,-0.787454,-1.44026,-10.3604,4.09,1.31917,0.624,-2,-0.675504,15.089,7.54942,-3.4774,2.95032,15.099,-0.799609,-1.42614,-10.3595,
7.54942,-3.4774,2.95032,15.099,-0.799609,-1.42614,-10.3595,4.09,1.31917,0.624,-2,-0.734641,15.109,7.53334,-3.50577,3.03048,15.122,-0.807683,-1.41036,-10.3807,
7.53334,-3.50577,3.03048,15.122,-0.807683,-1.41036,-10.3807,4.09,1.31917,0.624,-2,-0.760042,15.129,7.51609,-3.53356,3.02646,15.139,-1.05224,-1.24171,-10.542,
7.51609,-3.53356,3.02646,15.139,-1.05224,-1.24171,-10.542,4.09,1.31917,0.624,-2,-0.75877,15.149,7.49495,-3.55836,2.98754,15.16,-1.0562,-1.23195,-10.6053,
7.49495,-3.55836,2.98754,15.16,-1.0562,-1.23195,-10.6053,4.09,1.31917,0.624,-2,-0.746438,15.17,7.47424,-3.5842,2.89406,15.18,-0.982146,-1.35893,-10.5084,
7.47424,-3.5842,2.89406,15.18,-0.982146,-1.35893,-10.5084,4.00089,1.25606,0.6084,-2,-0.721269,15.189,7.45557,-3.6121,2.76337,15.199,-0.922765,-1.39742,-10.4401,
7.45557,-3.6121,2.76337,15.199,-0.922765,-1.39742,-10.4401,4.00089,1.25606,0.6084,-2,-0.679858,15.211,7.43722,-3.63997,2.62907,15.222,-0.911965,-1.38922,-10.4578,
7.43722,-3.63997,2.62907,15.222,-0.911965,-1.38922,-10.4578,4.00089,1.25606,0.6084,-2,-0.6373,15.23,7.4191,-3.66769,2.4921,15.24,-0.899882,-1.38366,-10.4742,
7.4191,-3.66769,2.4921,15.24,-0.899882,-1.38366,-10.4742,4.00089,1.25606,0.6084,-2,-0.593897,15.248,7.40123,-3.69533,2.35216,15.258,-0.887299,-1.38094,-10.4889,
7.40123,-3.69533,2.35216,15.258,-0.887299,-1.38094,-10.4889,4.00089,1.25606,0.6084,-2,-0.549552,15.27,7.38335,-3.72279,2.20995,15.28,-0.921509,-1.35093,-10.3984,
7.38335,-3.72279,2.20995,15.28,-0.921509,-1.35093,-10.3984,4.00089,1.25606,0.6084,-2,-0.504487,15.289,7.36404,-3.74913,2.07485,15.3,-0.989537,-1.29807,-10.1782,
7.36404,-3.74913,2.07485,15.3,-0.989537,-1.29807,-10.1782,4.00089,1.25606,0.6084,-2,-0.461678,15.31,7.34429,-3.77513,1.94369,15.32,-0.98525,-1.30307,-10.1588,
7.34429,-3.77513,1.94369,15.32,-0.98525,-1.30307,-10.1588,3.9108,1.19434,0.5928,-2,-0.424566,15.327,7.32432,-3.80105,1.81439,15.337,-1.02134,-1.28232,-10.0142,
7.32432,-3.80105,1.81439,15.337,-1.02134,-1.28232,-10.0142,3.9108,1.19434,0.5928,-2,-0.383593,15.349,7.30342,-3.8267,1.69106,15.361,-1.0648,-1.2804,-9.76488,
7.30342,-3.8267,1.69106,15.361,-1.0648,-1.2804,-9.76488,3.9108,1.19434,0.5928,-2,-0.344514,15.371,7.2819,-3.85224,1.57531,15.381,-1.06463,-1.30097,-9.71516,
7.2819,-3.85224,1.57531,15.381,-1.06463,-1.30097,-9.71516,3.9108,1.19434,0.5928,-2,-0.307834,15.387,7.26155,-3.87908,1.53715,15.397,-0.989622,-1.36214,-9.70278,
7.26155,-3.87908,1.53715,15.397,-0.989622,-1.36214,-9.70278,3.9108,1.19434,0.5928,-2,-0.29574,15.41,7.24198,-3.90605,1.6968,15.42,-0.975688,-1.34561,-9.69363,
7.24198,-3.90605,1.6968,15.42,-0.975688,-1.34561,-9.69363,3.9108,1.19434,0.5928,-2,-0.346324,15.43,7.22247,-3.93299,2.22864,15.44,-0.975472,-1.34836,-9.7354,
7.22247,-3.93299,2.22864,15.44,-0.975472,-1.34836,-9.7354,3.81976,1.13404,0.5772,-2,-0.5193,15.451,7.20296,-3.95999,2.8633,15.461,-0.975673,-1.35147,-9.78754,
7.20296,-3.95999,2.8633,15.461,-0.975673,-1.35147,-9.78754,3.81976,1.13404,0.5772,-2,-0.720423,15.468,7.18344,-3.98705,3.10533,15.478,-0.976517,-1.35477,-9.84787,
7.18344,-3.98705,3.10533,15.478,-0.976517,-1.35477,-9.84787,3.81976,1.13404,0.5772,-2,-0.797123,15.49,7.1637,-4.01411,-3.13661,15.5,-1.02638,-1.34173,-9.88161,
7.1637,-4.01411,-3.13661,15.5,-1.02638,-1.34173,-9.88161,3.81976,1.13404,0.5772,-2,1,15.51,7.14195,-4.03976,-3.10777,15.52,-1.10898,-1.20785,-9.82229,
7.14195,-4.03976,-3.10777,15.52,-1.10898,-1.20785,-9.82229,3.81976,1.13404,0.5772,-2,1,15.529,7.11962,-4.06311,-3.049,15.539,-1.12943,-1.15298,-9.79221,
7.11962,-4.06311,-3.049,15.539,-1.12943,-1.15298,-9.79221,3.81976,1.13404,0.5772,-2,1,15.55,7.09697,-4.08622,-3.01629,15.56,-1.13501,-1.15757,-9.81605,
7.09697,-4.08622,-3.01629,15.56,-1.13501,-1.15757,-9.81605,3.81976,1.13404,0.5772,-2,1,15.571,7.07421,-4.1094,-3.01272,15.581,-1.14165,-1.16085,-9.83596,
7.07421,-4.1094,-3.01272,15.581,-1.14165,-1.16085,-9.83596,3.72779,1.07517,0.5616,-2,1,15.589,7.0513,-4.13264,-3.02952,15.6,-1.14899,-1.16255,-9.85087,
7.0513,-4.13264,-3.02952,15.6,-1.14899,-1.16255,-9.85087,3.72779,1.07517,0.5616,-2,1,15.608,7.02825,-4.15589,-3.06037,15.619,-1.15656,-1.16244,-9.85989,
7.02825,-4.15589,-3.06037,15.619,-1.15656,-1.16244,-9.85989,3.72779,1.07517,0.5616,-2,1,15.629,7.00504,-4.17912,-3.10073,15.639,-1.16387,-1.16051,-9.86258,
7.00504,-4.17912,-3.10073,15.639,-1.16387,-1.16051,-9.86258,3.72779,1.07517,0.5616,-2,0.999999,15.652,6.98314,-4.20092,-3.12397,15.662,-0.9257,-0.937751,-8.79752,
6.98314,-4.20092,-3.12397,15.662,-0.9257,-0.937751,-8.79752,3.72779,1.07517,0.5616,-2,1,15.669,6.96454,-4.21948,-3.12911,15.682,-0.93375,-0.924381,-8.74763,
6.96454,-4.21948,-3.12911,15.682,-0.93375,-0.924381,-8.74763,3.72779,1.07517,0.5616,-2,1,15.689,6.94627,-4.23827,3.08835,15.7,-0.856457,-0.96632,-9.1053,
6.94627,-4.23827,3.08835,15.7,-0.856457,-0.96632,-9.1053,3.63491,1.01774,0.546,-2,-0.800639,15.709,6.93047,-4.25691,2.94847,15.719,-0.76613,-0.911613,-8.85611,
6.93047,-4.25691,2.94847,15.719,-0.76613,-0.911613,-8.85611,3.63491,1.01774,0.546,-2,-0.756312,15.729,6.91516,-4.27505,2.81671,15.739,-0.763713,-0.902675,-8.85322,
6.91516,-4.27505,2.81671,15.739,-0.763713,-0.902675,-8.85322,3.63491,1.01774,0.546,-2,-0.714562,15.75,6.89993,-4.29302,2.68881,15.761,-0.759284,-0.894218,-8.84487,
6.89993,-4.29302,2.68881,15.761,-0.759284,-0.894218,-8.84487,3.63491,1.01774,0.546,-2,-0.674031,15.769,6.88481,-4.31083,2.56257,15.779,-0.753172,-0.886776,-8.83253,
6.88481,-4.31083,2.56257,15.779,-0.753172,-0.886776,-8.83253,3.63491,1.01774,0.546,-2,-0.634029,15.789,6.86982,-4.3285,2.43666,15.799,-0.745779,-0.880756,-8.8179,
6.86982,-4.3285,2.43666,15.799,-0.745779,-0.880756,-8.8179,3.63491,1.01774,0.546,-2,-0.594129,15.81,6.85498,-4.34602,2.3104,15.821,-0.738904,-0.859572,-8.73726,
6.85498,-4.34602,2.3104,15.821,-0.738904,-0.859572,-8.73726,3.63491,1.01774,0.546,-2,-0.554122,15.829,6.84002,-4.36235,2.18358,15.839,-0.758994,-0.770482,-8.67898,
6.84002,-4.36235,2.18358,15.839,-0.758994,-0.770482,-8.67898,3.63491,1.01774,0.546,-2,-0.513933,15.849,6.82482,-4.3775,2.05362,15.859,-0.756173,-0.756218,-8.70811,
6.82482,-4.3775,2.05362,15.859,-0.756173,-0.756218,-8.70811,3.63491,1.01774,0.546,-2,-0.472751,15.871,6.80983,-4.39254,1.92143,15.881,-0.73986,-0.736041,-8.69423,
6.80983,-4.39254,1.92143,15.881,-0.73986,-0.736041,-8.69423,3.63491,1.01774,0.546,-2,-0.430864,15.89,6.79533,-4.40576,1.79066,15.901,-0.705388,-0.549255,-8.55458,
6.79533,-4.40576,1.79066,15.901,-0.705388,-0.549255,-8.55458,3.54115,0.961766,0.5304,-2,-0.393876,15.91,6.78169,-4.41504,1.66319,15.921,-0.659668,-0.427032,-8.46349,
6.78169,-4.41504,1.66319,15.921,-0.659668,-0.427032,-8.46349,3.54115,0.961766,0.5304,-2,-0.353482,15.929,6.76886,-4.42335,1.53637,15.939,-0.622782,-0.402945,-8.43981,
6.76886,-4.42335,1.53637,15.939,-0.622782,-0.402945,-8.43981,3.54115,0.961766,0.5304,-2,-0.313297,15.949,6.75709,-4.43069,1.41147,15.959,-0.546723,-0.323301,-8.40701,
6.75709,-4.43069,1.41147,15.959,-0.546723,-0.323301,-8.40701,3.54115,0.961766,0.5304,-2,-0.273718,15.97,6.74709,-4.43625,1.29073,15.98,-0.474143,-0.256002,-8.288,
6.74709,-4.43625,1.29073,15.98,-0.474143,-0.256002,-8.288,3.54115,0.961766,0.5304,-2,-0.235458,15.99,6.73776,-4.44089,1.17216,16,-0.458201,-0.203998,-8.30687,
6.73776,-4.44089,1.17216,16,-0.458201,-0.203998,-8.30687,3.54115,0.961766,0.5304,-2,-0.197885,16.009,6.72891,-4.44421,1.05764,16.019,-0.433879,-0.136979,-8.24075,
6.72891,-4.44421,1.05764,16.019,-0.433879,-0.136979,-8.24075,3.54115,0.961766,0.5304,-2,-0.161596,16.031,6.72022,-4.44648,0.947132,16.041,-0.433976,-0.0954838,-8.25469,
6.72022,-4.44648,0.947132,16.041,-0.433976,-0.0954838,-8.25469,3.54115,0.961766,0.5304,-2,-0.126578,16.049,6.7116,-4.4479,0.842291,16.06,-0.426589,-0.0476498,-8.17011,
6.7116,-4.4479,0.842291,16.06,-0.426589,-0.0476498,-8.17011,3.54115,0.961766,0.5304,-2,-0.0933551,16.069,6.70318,-4.44835,0.747783,16.079,-0.416619,0.00636066,-7.99889,
6.70318,-4.44835,0.747783,16.079,-0.416619,0.00636066,-7.99889,3.54115,0.961766,0.5304,-2,-0.0634073,16.089,6.69491,-4.44773,0.667154,16.099,-0.410796,0.0500048,-7.82304,
6.69491,-4.44773,0.667154,16.099,-0.410796,0.0500048,-7.82304,3.54115,0.961766,0.5304,-2,-0.0378576,16.109,6.68698,-4.44613,0.607515,16.119,-0.413201,0.0140238,-7.49583,
6.68698,-4.44613,0.607515,16.119,-0.413201,0.0140238,-7.49583,3.54115,0.961766,0.5304,-2,-0.0189592,16.131,6.67906,-4.44518,0.587371,16.141,-0.373465,0.090291,-7.52607,
6.67906,-4.44518,0.587371,16.141,-0.373465,0.090291,-7.52607,3.54115,0.961766,0.5304,-1.9999,-0.0125757,16.151,6.67005,-4.44431,0.578964,16.161,-0.729142,-0.138283,-7.00086,
6.67005,-4.44431,0.578964,16.161,-0.729142,-0.138283,-7.00086,3.54115,0.961766,0.5304,-1.99251,-0.0099117,16.168,6.65594,-4.44683,0.565395,16.178,-0.686484,-0.116213,-7.13902,
6.65594,-4.44683,0.565395,16.178,-0.686484,-0.116213,-7.13902,3.54115,0.961766,0.5304,-1.98057,-0.00561199,16.19,6.64263,-4.44891,0.541098,16.2,-0.648662,-0.0934873,-7.2541,
6.64263,-4.44891,0.541098,16.2,-0.648662,-0.0934873,-7.2541,3.54115,0.961766,0.5304,-1.96934,0.00208709,16.208,6.6287,-4.45083,0.484401,16.218,-0.787986,-0.11264,-7.35169,
6.6287,-4.45083,0.484401,16.218,-0.787986,-0.11264,-7.35169,3.54115,0.961766,0.5304,-1.9576,0.0200535,16.23,6.61215,-4.45333,0.388956,16.241,-0.836292,-0.127487,-7.23516,
6.61215,-4.45333,0.388956,16.241,-0.836292,-0.127487,-7.23516,3.54115,0.961766,0.5304,-1.94363,0.0502982,16.249,6.59533,-4.45587,0.296165,16.259,-0.845082,-0.126557,-7.21608,
6.59533,-4.45587,0.296165,16.259,-0.845082,-0.126557,-7.21608,3.44653,0.907262,0.5148,-2,0.0752507,16.27,6.57834,-4.45838,0.206155,16.28,-0.853654,-0.123968,-7.19013,
6.57834,-4.45838,0.206155,16.28,-0.853654,-0.123968,-7.19013,3.44653,0.907262,0.5148,-2,0.103773,16.292,6.56013,-4.45987,0.105184,16.302,-0.958221,-0.0396592,-7.11688,
x_position_input,y_position_input,yaw_input,input_time,vel_x_input,vel_y_input,vel_w_input,x_ref,y_ref,yaw_ref,con_x_input,con_z_input,con_time,x_position_output,y_position_output,yaw_output,output_time,vel_x_output,vel_y_output,vel_w_output
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.117734,-0.152187,-0.732473,19.908,-0.747607,-1.46921,-0.343802,0,0,0,0.579045,0.254321,19.909,-0.11762,-0.151988,-0.731623,19.919,-0.633773,-1.57912,-0.297934,
-0.11762,-0.151988,-0.731623,19.919,-0.633773,-1.57912,-0.297934,0,0,0,0.578936,0.254052,19.93,-0.11759,-0.151946,-0.731428,19.94,0.429807,-1.30064,0.212855,
-0.11759,-0.151946,-0.731428,19.94,0.429807,-1.30064,0.212855,0,0,0,0.578907,0.25399,19.95,-0.117575,-0.151927,-0.73134,19.96,-0.11906,-1.20682,0.29583,
-0.117575,-0.151927,-0.73134,19.96,-0.11906,-1.20682,0.29583,0,0,0,0.578894,0.253962,19.969,-0.117593,-0.151973,-0.731516,19.98,0.363527,-1.15202,0.28121,
-0.117593,-0.151973,-0.731516,19.98,0.363527,-1.15202,0.28121,0,0,0,0.578911,0.254018,19.99,-0.117619,-0.152017,-0.731708,20,-0.535464,-0.889464,0.0192928,
-0.117619,-0.152017,-0.731708,20,-0.535464,-0.889464,0.0192928,0,0,0,0.578936,0.254078,20.01,-0.117646,-0.152085,-0.731974,20.02,-0.40478,-1.51227,0.0264799,
-0.117646,-0.152085,-0.731974,20.02,-0.40478,-1.51227,0.0264799,0,0,0,0.578961,0.254163,20.03,-0.117644,-0.152128,-0.732093,20.04,-0.0936369,-1.37738,0.124183,
-0.117644,-0.152128,-0.732093,20.04,-0.0936369,-1.37738,0.124183,0,0,0,0.57896,0.2542,20.05,-0.117669,-0.152181,-0.732312,20.06,-0.685462,-1.31943,-0.0881183,
-0.117669,-0.152181,-0.732312,20.06,-0.685462,-1.31943,-0.0881183,0,0,0,0.578983,0.25427,20.069,-0.117726,-0.15226,-0.732693,20.079,0.08546,-1.5648,0.197727,
-0.117726,-0.15226,-0.732693,20.079,0.08546,-1.5648,0.197727,0,0,0,0.579038,0.25439,20.09,-0.117527,-0.15196,-0.731335,20.101,-0.341287,-1.56393,-0.0381429,
-0.117527,-0.15196,-0.731335,20.101,-0.341287,-1.56393,-0.0381429,0,0,0,0.578847,0.25396,20.109,-0.117544,-0.151986,-0.731457,20.119,-0.197308,-1.14479,0.162908,
-0.117544,-0.151986,-0.731457,20.119,-0.197308,-1.14479,0.162908,0,0,0,0.578864,0.253999,20.13,-0.117536,-0.151988,-0.731445,20.14,-0.213017,-1.18572,0.197522,
-0.117536,-0.151988,-0.731445,20.14,-0.213017,-1.18572,0.197522,0,0,0,0.578857,0.253995,20.15,-0.117535,-0.152011,-0.731507,20.16,0.0954804,-0.985693,0.187171,
-0.117535,-0.152011,-0.731507,20.16,0.0954804,-0.985693,0.187171,0,0,0,0.578855,0.254015,20.17,-0.117564,-0.152084,-0.731793,20.18,0.473891,-1.4022,0.340262,
-0.117564,-0.152084,-0.731793,20.18,0.473891,-1.4022,0.340262,0.109196,0.000851743,0.0156,0.672931,0.258556,20.19,-0.117587,-0.152157,-0.73206,20.2,-0.933535,-1.69996,-0.384546,
-0.117587,-0.152157,-0.73206,20.2,-0.933535,-1.69996,-0.384546,0.109196,0.000851743,0.0156,0.672952,0.258641,20.211,-0.117621,-0.152248,-0.732413,20.221,-0.587671,-1.43208,-0.118204,
-0.117621,-0.152248,-0.732413,20.221,-0.587671,-1.43208,-0.118204,0.109196,0.000851743,0.0156,0.672985,0.258753,20.229,-0.117676,-0.152292,-0.732689,20.239,-0.646175,-1.00833,-0.120585,
-0.117676,-0.152292,-0.732689,20.239,-0.646175,-1.00833,-0.120585,0.109196,0.000851743,0.0156,0.673038,0.258841,20.25,-0.117488,-0.152018,-0.731438,20.261,0.277851,-1.42592,0.188274,
-0.117488,-0.152018,-0.731438,20.261,0.277851,-1.42592,0.188274,0.109196,0.000851743,0.0156,0.672857,0.258444,20.269,-0.117509,-0.152061,-0.731613,20.279,0.296184,-0.796906,0.252879,
-0.117509,-0.152061,-0.731613,20.279,0.296184,-0.796906,0.252879,0.109196,0.000851743,0.0156,0.672878,0.2585,20.291,-0.117513,-0.152095,-0.73172,20.301,0.117412,-1.80144,0.264842,
-0.117513,-0.152095,-0.73172,20.301,0.117412,-1.80144,0.264842,0.109196,0.000851743,0.0156,0.672882,0.258533,20.31,-0.117546,-0.152168,-0.732013,20.32,0.548564,-1.77877,0.254854,
-0.117546,-0.152168,-0.732013,20.32,0.548564,-1.77877,0.254854,0.109196,0.000851743,0.0156,0.672914,0.258626,20.33,-0.117581,-0.152264,-0.732373,20.34,0.428742,-1.55562,0.171964,
-0.117581,-0.152264,-0.732373,20.34,0.428742,-1.55562,0.171964,0.109196,0.000851743,0.0156,0.672947,0.25874,20.35,-0.117494,-0.152121,-0.731757,20.36,0.573804,-1.97905,0.334633,
-0.117494,-0.152121,-0.731757,20.36,0.573804,-1.97905,0.334633,0.109196,0.000851743,0.0156,0.672864,0.258545,20.371,-0.117557,-0.152261,-0.73232,20.381,0.382866,-1.72847,0.183164,
-0.117557,-0.152261,-0.73232,20.381,0.382866,-1.72847,0.183164,0.109196,0.000851743,0.0156,0.672924,0.258724,20.39,-0.117433,-0.152052,-0.731425,20.4,0.476794,-1.78842,0.278651,
-0.117433,-0.152052,-0.731425,20.4,0.476794,-1.78842,0.278651,0.109196,0.000851743,0.0156,0.672805,0.25844,20.409,-0.11745,-0.152115,-0.731652,20.419,0.431994,-2.24607,0.0057908,
-0.11745,-0.152115,-0.731652,20.419,0.431994,-2.24607,0.0057908,0.109196,0.000851743,0.0156,0.672822,0.258512,20.431,-0.117471,-0.152129,-0.73175,20.441,0.30843,-1.49794,0.313037,
-0.117471,-0.152129,-0.73175,20.441,0.30843,-1.49794,0.313037,0.109196,0.000851743,0.0156,0.672841,0.258543,20.45,-0.117456,-0.152124,-0.731705,20.46,0.283047,-1.05901,0.338981,
-0.117456,-0.152124,-0.731705,20.46,0.283047,-1.05901,0.338981,0.109196,0.000851743,0.0156,0.672828,0.258529,20.471,-0.117471,-0.152163,-0.73185,20.481,0.109232,-1.13668,0.154871,
-0.117471,-0.152163,-0.73185,20.481,0.109232,-1.13668,0.154871,0.218365,0.00340676,0.0312,0.766618,0.263026,20.489,-0.117485,-0.152218,-0.732043,20.499,0.248663,-1.23799,0.179768,
-0.117485,-0.152218,-0.732043,20.499,0.248663,-1.23799,0.179768,0.218365,0.00340676,0.0312,0.766631,0.263087,20.51,-0.117546,-0.15236,-0.73261,20.52,0.581664,-1.4966,0.343182,
-0.117546,-0.15236,-0.73261,20.52,0.581664,-1.4966,0.343182,0.218365,0.00340676,0.0312,0.766691,0.263267,20.531,-0.117434,-0.15216,-0.731766,20.541,0.326042,-1.59684,0.247586,
-0.117434,-0.15216,-0.731766,20.541,0.326042,-1.59684,0.247586,0.218365,0.00340676,0.0312,0.766583,0.262999,20.55,-0.117477,-0.152235,-0.732095,20.56,0.10593,-0.642531,0.124854,
-0.117477,-0.152235,-0.732095,20.56,0.10593,-0.642531,0.124854,0.218365,0.00340676,0.0312,0.766624,0.263103,20.57,-0.11749,-0.15228,-0.732258,20.58,-0.63283,-1.44466,-0.164242,
-0.11749,-0.15228,-0.732258,20.58,-0.63283,-1.44466,-0.164242,0.218365,0.00340676,0.0312,0.766637,0.263155,20.59,-0.11748,-0.152278,-0.732232,20.601,0.193702,-1.11979,0.179001,
-0.11748,-0.152278,-0.732232,20.601,0.193702,-1.11979,0.179001,0.218365,0.00340676,0.0312,0.766627,0.263147,20.61,-0.117484,-0.152287,-0.732267,20.62,-0.344139,-1.02065,0.244706,
-0.117484,-0.152287,-0.732267,20.62,-0.344139,-1.02065,0.244706,0.218365,0.00340676,0.0312,0.766631,0.263158,20.63,-0.117485,-0.152289,-0.732279,20.64,-0.597163,-1.42922,-0.0497406,
-0.117485,-0.152289,-0.732279,20.64,-0.597163,-1.42922,-0.0497406,0.218365,0.00340676,0.0312,0.766632,0.263162,20.649,-0.117498,-0.152359,-0.732512,20.659,0.387464,-1.69205,0.380475,
-0.117498,-0.152359,-0.732512,20.659,0.387464,-1.69205,0.380475,0.218365,0.00340676,0.0312,0.766645,0.263236,20.67,-0.117388,-0.15219,-0.731756,20.68,0.0767371,-1.94641,0.248602,
-0.117388,-0.15219,-0.731756,20.68,0.0767371,-1.94641,0.248602,0.218365,0.00340676,0.0312,0.766539,0.262996,20.689,-0.11747,-0.152333,-0.732379,20.699,-0.869282,-1.4898,-0.285874,
-0.11747,-0.152333,-0.732379,20.699,-0.869282,-1.4898,-0.285874,0.218365,0.00340676,0.0312,0.766618,0.263193,20.71,-0.117494,-0.152397,-0.732631,20.72,-0.856302,-1.54901,-0.235534,
-0.117494,-0.152397,-0.732631,20.72,-0.856302,-1.54901,-0.235534,0.218365,0.00340676,0.0312,0.766641,0.263273,20.731,-0.117334,-0.152146,-0.731521,20.741,-0.0268136,-1.9503,0.0941643,
-0.117334,-0.152146,-0.731521,20.741,-0.0268136,-1.9503,0.0941643,0.218365,0.00340676,0.0312,0.766487,0.262921,20.75,-0.117346,-0.15215,-0.731572,20.76,-0.376714,-1.10264,0.164426,
-0.117346,-0.15215,-0.731572,20.76,-0.376714,-1.10264,0.164426,0.218365,0.00340676,0.0312,0.766499,0.262938,20.769,-0.117334,-0.15214,-0.731515,20.78,-0.290557,-1.52676,-0.00210296,
-0.117334,-0.15214,-0.731515,20.78,-0.290557,-1.52676,-0.00210296,0.32748,0.00766444,0.0468,0.859917,0.267371,20.789,-0.117335,-0.152142,-0.731527,20.799,0.134102,-1.00742,0.13487,
-0.117335,-0.152142,-0.731527,20.799,0.134102,-1.00742,0.13487,0.32748,0.00766444,0.0468,0.859918,0.267374,20.81,-0.117337,-0.152153,-0.731565,20.82,-0.146344,-1.17725,0.208474,
-0.117337,-0.152153,-0.731565,20.82,-0.146344,-1.17725,0.208474,0.32748,0.00766444,0.0468,0.85992,0.267386,20.83,-0.117344,-0.152174,-0.731645,20.84,-0.17255,-1.28502,0.164617,
-0.117344,-0.152174,-0.731645,20.84,-0.17255,-1.28502,0.164617,0.32748,0.00766444,0.0468,0.859927,0.267412,20.852,-0.117368,-0.15225,-0.731919,20.862,-0.114888,-1.25306,0.259259,
-0.117368,-0.15225,-0.731919,20.862,-0.114888,-1.25306,0.259259,0.32748,0.00766444,0.0468,0.85995,0.267499,20.87,-0.117379,-0.152308,-0.732116,20.88,0.54875,-1.62638,0.151834,
-0.117379,-0.152308,-0.732116,20.88,0.54875,-1.62638,0.151834,0.32748,0.00766444,0.0468,0.859961,0.267561,20.89,-0.117408,-0.152359,-0.732341,20.9,0.282488,-0.986316,0.165938,
-0.117408,-0.152359,-0.732341,20.9,0.282488,-0.986316,0.165938,0.32748,0.00766444,0.0468,0.85999,0.267632,20.91,-0.117407,-0.152388,-0.732425,20.921,-0.206069,-1.62716,-0.151145,
-0.117407,-0.152388,-0.732425,20.921,-0.206069,-1.62716,-0.151145,0.32748,0.00766444,0.0468,0.859989,0.267659,20.929,-0.117402,-0.152406,-0.732464,20.939,-0.389731,-1.64319,-0.0832672,
-0.117402,-0.152406,-0.732464,20.939,-0.389731,-1.64319,-0.0832672,0.32748,0.00766444,0.0468,0.859984,0.267671,20.95,-0.118065,-0.152569,-0.734757,20.96,0.18897,-1.35266,0.117696,
-0.118065,-0.152569,-0.734757,20.96,0.18897,-1.35266,0.117696,0.32748,0.00766444,0.0468,0.860618,0.268398,20.971,-0.117298,-0.152208,-0.731652,20.982,-0.0031575,-1.12835,0.305104,
-0.117298,-0.152208,-0.731652,20.982,-0.0031575,-1.12835,0.305104,0.32748,0.00766444,0.0468,0.859884,0.267414,20.99,-0.117314,-0.152278,-0.731887,21,0.182771,-1.56012,0.205895,
-0.117314,-0.152278,-0.731887,21,0.182771,-1.56012,0.205895,0.32748,0.00766444,0.0468,0.859899,0.267488,21.013,-0.11732,-0.152307,-0.731998,21.023,-0.166249,-1.4137,0.0280005,
-0.11732,-0.152307,-0.731998,21.023,-0.166249,-1.4137,0.0280005,0.32748,0.00766444,0.0468,0.859906,0.267524,21.03,-0.118053,-0.152593,-0.734817,21.041,-0.133274,-1.65401,-0.0396887,
-0.118053,-0.152593,-0.734817,21.041,-0.133274,-1.65401,-0.0396887,0.32748,0.00766444,0.0468,0.860607,0.268417,21.049,-0.117265,-0.152233,-0.731662,21.06,-0.104882,-1.37684,0.0648242,
-0.117265,-0.152233,-0.731662,21.06,-0.104882,-1.37684,0.0648242,0.32748,0.00766444,0.0468,0.859852,0.267417,21.07,-0.117281,-0.152262,-0.731787,21.081,-0.113777,-1.947,-0.318778,
-0.117281,-0.152262,-0.731787,21.081,-0.113777,-1.947,-0.318778,0.436517,0.0136237,0.0624,0.952878,0.271908,21.09,-0.117296,-0.152293,-0.731917,21.1,-0.782602,-0.497464,-0.845799,
-0.117296,-0.152293,-0.731917,21.1,-0.782602,-0.497464,-0.845799,0.436517,0.0136237,0.0624,0.952893,0.271949,21.111,-0.117303,-0.152335,-0.732046,21.121,0.138968,-1.34935,0.144094,
-0.117303,-0.152335,-0.732046,21.121,0.138968,-1.34935,0.144094,0.436517,0.0136237,0.0624,0.9529,0.27199,21.129,-0.117299,-0.152341,-0.732068,21.139,-0.787809,-0.158861,-0.306379,
-0.117299,-0.152341,-0.732068,21.139,-0.787809,-0.158861,-0.306379,0.436517,0.0136237,0.0624,0.952897,0.271997,21.15,-0.117312,-0.152362,-0.732159,21.16,-0.69179,-0.813701,0.0554872,
